Level,Residency,TermCode,TermStartDate,Headcount,CourseEnrolment,AttemptedCredits
GCS,Domestic,201310,1/1/2013 0:00,651,2362,6178
GCS,Domestic,201320,5/1/2013 0:00,220,377,1042
GCS,Domestic,201330,9/1/2013 0:00,714,2654,6879
GCS,Domestic,201410,1/1/2014 0:00,667,2349,6171
GCS,Domestic,201420,5/1/2014 0:00,262,389,1145.5
GCS,Domestic,201430,9/1/2014 0:00,666,2634,6953.5
GCS,Domestic,201510,1/1/2015 0:00,631,2270,6044
GCS,Domestic,201520,5/1/2015 0:00,237,361,1049
GCS,Domestic,201530,9/1/2015 0:00,676,2498,6625.5
GCS,Domestic,201610,1/1/2016 0:00,607,2132,5666.5
GCS,Domestic,201620,5/1/2016 0:00,218,312,973
GCS,Domestic,201630,9/1/2016 0:00,627,2210,5931.5
GCS,Domestic,201710,1/1/2017 0:00,565,1881,5094.5
GCS,Domestic,201720,5/1/2017 0:00,197,258,835.5
GCS,Domestic,201730,9/1/2017 0:00,600,2158,5836.5
GCS,Domestic,201810,1/1/2018 0:00,570,1832,4780.5
GCS,Domestic,201820,5/1/2018 0:00,188,264,793
GCS,Domestic,201830,9/1/2018 0:00,542,1893,5099.5
GCS,Domestic,201910,1/1/2019 0:00,500,1580,4250.5
GCS,Domestic,201920,5/1/2019 0:00,164,230,740.5
GCS,Domestic,201930,9/1/2019 0:00,540,1794,4606.5
GCS,Domestic,202010,1/1/2020 0:00,468,1474,3865
GCS,Domestic,202020,5/1/2020 0:00,143,252,793.5
GCS,Domestic,202030,9/1/2020 0:00,485,1721,4469.5
GCS,Domestic,202110,1/1/2021 0:00,499,1484,4109.5
GCS,Domestic,202120,5/1/2021 0:00,184,292,949
GCS,Domestic,202130,9/1/2021 0:00,486,1797,4449.5
GCS,Domestic,202210,1/1/2022 0:00,465,1461,3991
GCS,Domestic,202220,5/1/2022 0:00,112,192,644.5
GCS,Domestic,202230,9/1/2022 0:00,523,1769,4368
GCS,Domestic,202310,1/1/2023 0:00,465,1584,4032
GCS,International,200820,5/1/2008 0:00,42,107,357
GCS,International,200830,9/1/2008 0:00,91,377,1159.5
GCS,International,200910,1/1/2009 0:00,78,316,948.5
GCS,International,200920,5/1/2009 0:00,49,109,411
GCS,International,200930,9/1/2009 0:00,98,436,1356
GCS,International,201010,1/1/2010 0:00,95,396,1175
GCS,International,201020,5/1/2010 0:00,42,108,428
GCS,International,201030,9/1/2010 0:00,109,459,1449.5
GCS,International,201110,1/1/2011 0:00,102,437,1285
GCS,International,201120,5/1/2011 0:00,51,118,442
GCS,International,201130,9/1/2011 0:00,116,496,1545.5
GCS,International,201210,1/1/2012 0:00,105,454,1350.5
GCS,International,201220,5/1/2012 0:00,58,110,446
GCS,International,201230,9/1/2012 0:00,110,451,1461
GCS,International,201310,1/1/2013 0:00,123,503,1500
GCS,International,201320,5/1/2013 0:00,66,174,605
GCS,International,201330,9/1/2013 0:00,131,514,1655
GCS,International,201410,1/1/2014 0:00,148,619,1841.5
GCS,International,201420,5/1/2014 0:00,96,253,877.5
GCS,International,201430,9/1/2014 0:00,142,547,1786.5
GCS,International,201510,1/1/2015 0:00,157,630,1869.5
GCS,International,201520,5/1/2015 0:00,97,257,867.5
GCS,International,201530,9/1/2015 0:00,149,564,1826
GCS,International,201610,1/1/2016 0:00,158,669,1954
GCS,International,201620,5/1/2016 0:00,100,274,945
GCS,International,201630,9/1/2016 0:00,154,600,1934.5
GCS,International,201710,1/1/2017 0:00,170,727,2113.5
GCS,International,201720,5/1/2017 0:00,110,276,928
GCS,International,201730,9/1/2017 0:00,177,704,2203
GCS,International,201810,1/1/2018 0:00,194,744,2189
GCS,International,201820,5/1/2018 0:00,152,422,1357
GCS,International,201830,9/1/2018 0:00,261,999,3094
GCS,International,201910,1/1/2019 0:00,252,1016,2986
GCS,International,201920,5/1/2019 0:00,242,706,2366
GCS,International,201930,9/1/2019 0:00,330,1263,3802
GCS,International,202010,1/1/2020 0:00,322,1329,4092
GCS,International,202020,5/1/2020 0:00,226,560,1861
GCS,International,202030,9/1/2020 0:00,277,943,2840
GCS,International,202110,1/1/2021 0:00,246,971,3036
GCS,International,202120,5/1/2021 0:00,193,446,1409
GCS,International,202130,9/1/2021 0:00,275,1073,3183
GCS,International,202210,1/1/2022 0:00,231,937,2977
GCS,International,202220,5/1/2022 0:00,183,364,1186
GCS,International,202230,9/1/2022 0:00,264,1013,2954
GCS,International,202310,1/1/2023 0:00,234,984,3032
